m,Abweichler,https://de.wiktionary.org/w/index.php?title=Abweichler; https://de.wiktionary.org/w/index.php?title=Abweichlerin
f,Einzelhändlerin,https://de.wiktionary.org/w/index.php?title=Einzelhändler; https://de.wiktionary.org/w/index.php?title=Einzelhändlerin
f,Gründermütter,https://de.wiktionary.org/w/index.php?title=Gründermutter
f,Sittenwächterinnen,https://de.wiktionary.org/w/index.php?title=Sittenwächterin
f,Torfrauen,https://de.wiktionary.org/w/index.php?title=Torfrau
f,Opponentinnen,https://de.wiktionary.org/w/index.php?title=Opponentin
f,Postfrau,https://de.wiktionary.org/w/index.php?title=Postmann
m,Mathematikprofessoren,https://de.wiktionary.org/w/index.php?title=Mathematikprofessor
m,Raketenforscher,https://de.wiktionary.org/w/index.php?title=Raketenforscher; https://de.wiktionary.org/w/index.php?title=Raketenforscherin
f,Heberinnen,https://de.wiktionary.org/w/index.php?title=Heberin
m,Westfale,https://de.wiktionary.org/w/index.php?title=Westfälin; https://de.wiktionary.org/w/index.php?title=Westfale
m,Oboer,https://de.wiktionary.org/w/index.php?title=Oboer; https://de.wiktionary.org/w/index.php?title=Oboerin
m,Archäologen,https://de.wiktionary.org/w/index.php?title=Archäologe
m,Ingusche,https://de.wiktionary.org/w/index.php?title=Ingusche; https://de.wiktionary.org/w/index.php?title=Inguschin
f,Erfolgsautorin,https://de.wiktionary.org/w/index.php?title=Erfolgsautor; https://de.wiktionary.org/w/index.php?title=Erfolgsautorin
f,Verkehrshistorikerin,https://de.wiktionary.org/w/index.php?title=Verkehrshistoriker; https://de.wiktionary.org/w/index.php?title=Verkehrshistorikerin
m,Greißler,https://de.wiktionary.org/w/index.php?title=Greißler
f,Pferdediebin,https://de.wiktionary.org/w/index.php?title=Pferdediebin; https://de.wiktionary.org/w/index.php?title=Pferdedieb
m,Alterspräsidenten,https://de.wiktionary.org/w/index.php?title=Alterspräsident
f,Republikanerin,https://de.wiktionary.org/w/index.php?title=Republikaner
m,Großsohn,https://de.wiktionary.org/w/index.php?title=Großsohn; https://de.wiktionary.org/w/index.php?title=Großtochter
m,Neonatologe,https://de.wiktionary.org/w/index.php?title=Neonatologe; https://de.wiktionary.org/w/index.php?title=Neonatologin
m,Marsbewohner,https://de.wiktionary.org/w/index.php?title=Marsbewohner
f,Plantagenarbeiterin,https://de.wiktionary.org/w/index.php?title=Plantagenarbeiter; https://de.wiktionary.org/w/index.php?title=Plantagenarbeiterin
f,Tierpflegerin,https://de.wiktionary.org/w/index.php?title=Tierpflegerin; https://de.wiktionary.org/w/index.php?title=Tierpfleger
f,Göttergattinnen,https://de.wiktionary.org/w/index.php?title=Göttergattin
m,Tabellenerster,https://de.wiktionary.org/w/index.php?title=Tabellenerster
f,Straßenmusikerinnen,https://de.wiktionary.org/w/index.php?title=Straßenmusikerin
f,Chattinnen,https://de.wiktionary.org/w/index.php?title=Chattin
f,Leserin,https://de.wiktionary.org/w/index.php?title=Leserin; https://de.wiktionary.org/w/index.php?title=Leser
f,Großverdienerinnen,https://de.wiktionary.org/w/index.php?title=Großverdienerin
f,Italienurlauberinnen,https://de.wiktionary.org/w/index.php?title=Italienurlauberin
f,Diskuswerferinnen,https://de.wiktionary.org/w/index.php?title=Diskuswerferin
m,Liven,https://de.wiktionary.org/w/index.php?title=Live
f,Parteichefin,https://de.wiktionary.org/w/index.php?title=Parteichefin; https://de.wiktionary.org/w/index.php?title=Parteichef
m,Spielpädagogen,https://de.wiktionary.org/w/index.php?title=Spielpädagoge
m,Zimmermänner,https://de.wiktionary.org/w/index.php?title=Zimmermann
